week_sort,value,type,Season,Age Group
Year 2 week 12,616.0,tested,2022/2023,75-84 years
Year 2 week 12,465.0,tested,2023/2024,75-84 years
Year 2 week 13,53.0,tested,2015/2016,75-84 years
Year 2 week 13,50.0,tested,2016/2017,75-84 years
Year 2 week 13,314.0,tested,2017/2018,75-84 years
Year 2 week 13,150.0,tested,2018/2019,75-84 years
Year 2 week 13,644.0,tested,2019/2020,75-84 years
Year 2 week 13,126.0,tested,2020/2021,75-84 years
Year 2 week 13,518.0,tested,2021/2022,75-84 years
Year 2 week 13,513.0,tested,2022/2023,75-84 years
Year 2 week 13,401.0,tested,2023/2024,75-84 years
Year 2 week 14,51.0,tested,2015/2016,75-84 years
Year 2 week 14,50.0,tested,2016/2017,75-84 years
Year 2 week 14,278.0,tested,2017/2018,75-84 years
Year 2 week 14,139.0,tested,2018/2019,75-84 years
Year 2 week 14,569.0,tested,2019/2020,75-84 years
Year 2 week 14,115.0,tested,2020/2021,75-84 years
Year 2 week 14,602.0,tested,2021/2022,75-84 years
Year 2 week 14,491.0,tested,2022/2023,75-84 years
Year 2 week 14,392.0,tested,2023/2024,75-84 years
Year 2 week 15,48.0,tested,2015/2016,75-84 years
Year 2 week 15,42.0,tested,2016/2017,75-84 years
Year 2 week 15,204.0,tested,2017/2018,75-84 years
Year 2 week 15,117.0,tested,2018/2019,75-84 years
Year 2 week 15,208.0,tested,2019/2020,75-84 years
Year 2 week 15,129.0,tested,2020/2021,75-84 years
Year 2 week 15,474.0,tested,2021/2022,75-84 years
Year 2 week 15,521.0,tested,2022/2023,75-84 years
Year 2 week 15,369.0,tested,2023/2024,75-84 years
Year 2 week 16,32.0,tested,2015/2016,75-84 years
Year 2 week 16,30.0,tested,2016/2017,75-84 years
Year 2 week 16,156.0,tested,2017/2018,75-84 years
Year 2 week 16,104.0,tested,2018/2019,75-84 years
Year 2 week 16,179.0,tested,2019/2020,75-84 years
Year 2 week 16,129.0,tested,2020/2021,75-84 years
Year 2 week 16,549.0,tested,2021/2022,75-84 years
Year 2 week 16,487.0,tested,2022/2023,75-84 years
Year 2 week 16,313.0,tested,2023/2024,75-84 years
Year 2 week 17,29.0,tested,2015/2016,75-84 years
Year 2 week 17,34.0,tested,2016/2017,75-84 years
Year 2 week 17,84.0,tested,2017/2018,75-84 years
Year 2 week 17,113.0,tested,2018/2019,75-84 years
Year 2 week 17,134.0,tested,2019/2020,75-84 years
Year 2 week 17,110.0,tested,2020/2021,75-84 years
Year 2 week 17,469.0,tested,2021/2022,75-84 years
Year 2 week 17,417.0,tested,2022/2023,75-84 years
Year 2 week 17,304.0,tested,2023/2024,75-84 years
Year 2 week 18,21.0,tested,2015/2016,75-84 years
Year 2 week 18,35.0,tested,2016/2017,75-84 years
Year 2 week 18,74.0,tested,2017/2018,75-84 years
Year 2 week 18,78.0,tested,2018/2019,75-84 years
Year 2 week 18,92.0,tested,2019/2020,75-84 years
Year 2 week 18,141.0,tested,2020/2021,75-84 years
Year 2 week 18,393.0,tested,2021/2022,75-84 years
Year 2 week 18,416.0,tested,2022/2023,75-84 years
Year 2 week 18,269.0,tested,2023/2024,75-84 years
Year 2 week 19,19.0,tested,2015/2016,75-84 years
Year 2 week 19,20.0,tested,2016/2017,75-84 years
Year 2 week 19,62.0,tested,2017/2018,75-84 years
Year 2 week 19,70.0,tested,2018/2019,75-84 years
Year 2 week 19,63.0,tested,2019/2020,75-84 years
Year 2 week 19,142.0,tested,2020/2021,75-84 years
Year 2 week 19,402.0,tested,2021/2022,75-84 years
Year 2 week 19,477.0,tested,2022/2023,75-84 years
Year 2 week 19,224.0,tested,2023/2024,75-84 years
Year 2 week 20,14.0,tested,2015/2016,75-84 years
Year 2 week 20,25.0,tested,2016/2017,75-84 years
Year 2 week 20,44.0,tested,2017/2018,75-84 years
Year 2 week 20,44.0,tested,2018/2019,75-84 years
Year 2 week 20,48.0,tested,2019/2020,75-84 years
Year 2 week 20,132.0,tested,2020/2021,75-84 years
Year 2 week 20,402.0,tested,2021/2022,75-84 years
Year 2 week 20,374.0,tested,2022/2023,75-84 years
Year 2 week 20,283.0,tested,2023/2024,75-84 years
Year 1 week 21,0.0,admissions,2016/2017,75-84 years
Year 1 week 21,0.0,admissions,2017/2018,75-84 years
Year 1 week 21,0.0,admissions,2018/2019,75-84 years
Year 1 week 21,0.0,admissions,2019/2020,75-84 years
Year 1 week 21,0.0,admissions,2020/2021,75-84 years
Year 1 week 21,0.0,admissions,2021/2022,75-84 years
Year 1 week 21,0.0,admissions,2022/2023,75-84 years
Year 1 week 21,0.0,admissions,2023/2024,75-84 years
Year 1 week 21,0.0,admissions,2024/2025,75-84 years
Year 1 week 22,0.0,admissions,2016/2017,75-84 years
Year 1 week 22,0.0,admissions,2017/2018,75-84 years
Year 1 week 22,0.0,admissions,2018/2019,75-84 years
Year 1 week 22,0.0,admissions,2019/2020,75-84 years
Year 1 week 22,0.0,admissions,2020/2021,75-84 years
Year 1 week 22,0.0,admissions,2021/2022,75-84 years
Year 1 week 22,0.0,admissions,2022/2023,75-84 years
Year 1 week 22,1.0,admissions,2023/2024,75-84 years
Year 1 week 22,0.0,admissions,2024/2025,75-84 years
Year 1 week 23,0.0,admissions,2016/2017,75-84 years
Year 1 week 23,0.0,admissions,2017/2018,75-84 years
Year 1 week 23,1.0,admissions,2018/2019,75-84 years
Year 1 week 23,1.0,admissions,2019/2020,75-84 years
Year 1 week 23,0.0,admissions,2020/2021,75-84 years
Year 1 week 23,0.0,admissions,2021/2022,75-84 years
Year 1 week 23,1.0,admissions,2022/2023,75-84 years
Year 1 week 23,0.0,admissions,2023/2024,75-84 years
Year 1 week 23,0.0,admissions,2024/2025,75-84 years
Year 1 week 24,0.0,admissions,2016/2017,75-84 years
Year 1 week 24,0.0,admissions,2017/2018,75-84 years
Year 1 week 24,0.0,admissions,2018/2019,75-84 years
Year 1 week 24,0.0,admissions,2019/2020,75-84 years
Year 1 week 24,0.0,admissions,2020/2021,75-84 years
Year 1 week 24,0.0,admissions,2021/2022,75-84 years
Year 1 week 24,0.0,admissions,2022/2023,75-84 years
Year 1 week 24,0.0,admissions,2023/2024,75-84 years
Year 1 week 24,0.0,admissions,2024/2025,75-84 years
Year 1 week 25,1.0,admissions,2016/2017,75-84 years
Year 1 week 25,0.0,admissions,2017/2018,75-84 years
Year 1 week 25,0.0,admissions,2018/2019,75-84 years
Year 1 week 25,0.0,admissions,2019/2020,75-84 years
Year 1 week 25,0.0,admissions,2020/2021,75-84 years
Year 1 week 25,0.0,admissions,2021/2022,75-84 years
Year 1 week 25,0.0,admissions,2022/2023,75-84 years
Year 1 week 25,0.0,admissions,2023/2024,75-84 years
Year 1 week 25,0.0,admissions,2024/2025,75-84 years
Year 1 week 26,1.0,admissions,2016/2017,75-84 years
Year 1 week 26,0.0,admissions,2017/2018,75-84 years
Year 1 week 26,0.0,admissions,2018/2019,75-84 years
Year 1 week 26,0.0,admissions,2019/2020,75-84 years
Year 1 week 26,0.0,admissions,2020/2021,75-84 years
Year 1 week 26,0.0,admissions,2021/2022,75-84 years
Year 1 week 26,0.0,admissions,2022/2023,75-84 years
Year 1 week 26,0.0,admissions,2023/2024,75-84 years
Year 1 week 26,0.0,admissions,2024/2025,75-84 years
Year 1 week 27,0.0,admissions,2016/2017,75-84 years
Year 1 week 27,0.0,admissions,2017/2018,75-84 years
Year 1 week 27,0.0,admissions,2018/2019,75-84 years
Year 1 week 27,0.0,admissions,2019/2020,75-84 years
Year 1 week 27,0.0,admissions,2020/2021,75-84 years
Year 1 week 27,0.0,admissions,2021/2022,75-84 years
Year 1 week 27,0.0,admissions,2022/2023,75-84 years
Year 1 week 27,0.0,admissions,2023/2024,75-84 years
Year 1 week 27,0.0,admissions,2024/2025,75-84 years
Year 1 week 28,0.0,admissions,2016/2017,75-84 years
Year 1 week 28,0.0,admissions,2017/2018,75-84 years
Year 1 week 28,0.0,admissions,2018/2019,75-84 years
Year 1 week 28,0.0,admissions,2019/2020,75-84 years
Year 1 week 28,0.0,admissions,2020/2021,75-84 years
Year 1 week 28,2.0,admissions,2021/2022,75-84 years
Year 1 week 28,0.0,admissions,2022/2023,75-84 years
Year 1 week 28,0.0,admissions,2023/2024,75-84 years
Year 1 week 28,0.0,admissions,2024/2025,75-84 years
Year 1 week 29,0.0,admissions,2016/2017,75-84 years
Year 1 week 29,0.0,admissions,2017/2018,75-84 years
Year 1 week 29,0.0,admissions,2018/2019,75-84 years
Year 1 week 29,0.0,admissions,2019/2020,75-84 years
Year 1 week 29,0.0,admissions,2020/2021,75-84 years
Year 1 week 29,1.0,admissions,2021/2022,75-84 years
Year 1 week 29,1.0,admissions,2022/2023,75-84 years
Year 1 week 29,0.0,admissions,2023/2024,75-84 years
Year 1 week 29,0.0,admissions,2024/2025,75-84 years
Year 1 week 30,0.0,admissions,2016/2017,75-84 years
Year 1 week 30,0.0,admissions,2017/2018,75-84 years
Year 1 week 30,0.0,admissions,2018/2019,75-84 years
Year 1 week 30,0.0,admissions,2019/2020,75-84 years
Year 1 week 30,0.0,admissions,2020/2021,75-84 years
Year 1 week 30,0.0,admissions,2021/2022,75-84 years
Year 1 week 30,0.0,admissions,2022/2023,75-84 years
Year 1 week 30,0.0,admissions,2023/2024,75-84 years
Year 1 week 30,0.0,admissions,2024/2025,75-84 years
Year 1 week 31,0.0,admissions,2016/2017,75-84 years
Year 1 week 31,0.0,admissions,2017/2018,75-84 years
Year 1 week 31,0.0,admissions,2018/2019,75-84 years
Year 1 week 31,0.0,admissions,2019/2020,75-84 years
Year 1 week 31,0.0,admissions,2020/2021,75-84 years
Year 1 week 31,0.0,admissions,2021/2022,75-84 years
Year 1 week 31,1.0,admissions,2022/2023,75-84 years
Year 1 week 31,0.0,admissions,2023/2024,75-84 years
Year 1 week 31,1.0,admissions,2024/2025,75-84 years
Year 1 week 32,0.0,admissions,2016/2017,75-84 years
Year 1 week 32,0.0,admissions,2017/2018,75-84 years
Year 1 week 32,0.0,admissions,2018/2019,75-84 years
Year 1 week 32,0.0,admissions,2019/2020,75-84 years
Year 1 week 32,0.0,admissions,2020/2021,75-84 years
Year 1 week 32,0.0,admissions,2021/2022,75-84 years
Year 1 week 32,0.0,admissions,2022/2023,75-84 years
Year 1 week 32,0.0,admissions,2023/2024,75-84 years
Year 1 week 32,1.0,admissions,2024/2025,75-84 years
Year 1 week 33,0.0,admissions,2016/2017,75-84 years
Year 1 week 33,0.0,admissions,2017/2018,75-84 years
Year 1 week 33,0.0,admissions,2018/2019,75-84 years
Year 1 week 33,0.0,admissions,2019/2020,75-84 years
Year 1 week 33,0.0,admissions,2020/2021,75-84 years
Year 1 week 33,1.0,admissions,2021/2022,75-84 years
Year 1 week 33,0.0,admissions,2022/2023,75-84 years
Year 1 week 33,0.0,admissions,2023/2024,75-84 years
Year 1 week 33,0.0,admissions,2024/2025,75-84 years
Year 1 week 34,0.0,admissions,2016/2017,75-84 years
Year 1 week 34,0.0,admissions,2017/2018,75-84 years
Year 1 week 34,0.0,admissions,2018/2019,75-84 years
Year 1 week 34,0.0,admissions,2019/2020,75-84 years
Year 1 week 34,0.0,admissions,2020/2021,75-84 years
Year 1 week 34,2.0,admissions,2021/2022,75-84 years
Year 1 week 34,2.0,admissions,2022/2023,75-84 years
Year 1 week 34,0.0,admissions,2023/2024,75-84 years
Year 1 week 34,0.0,admissions,2024/2025,75-84 years
Year 1 week 35,0.0,admissions,2016/2017,75-84 years
Year 1 week 35,0.0,admissions,2017/2018,75-84 years
Year 1 week 35,0.0,admissions,2018/2019,75-84 years
Year 1 week 35,0.0,admissions,2019/2020,75-84 years
Year 1 week 35,0.0,admissions,2020/2021,75-84 years
Year 1 week 35,2.0,admissions,2021/2022,75-84 years
Year 1 week 35,0.0,admissions,2022/2023,75-84 years
Year 1 week 35,0.0,admissions,2023/2024,75-84 years
Year 1 week 35,0.0,admissions,2024/2025,75-84 years
Year 1 week 36,0.0,admissions,2016/2017,75-84 years
Year 1 week 36,0.0,admissions,2017/2018,75-84 years
Year 1 week 36,0.0,admissions,2018/2019,75-84 years
Year 1 week 36,0.0,admissions,2019/2020,75-84 years
Year 1 week 36,0.0,admissions,2020/2021,75-84 years
Year 1 week 36,7.0,admissions,2021/2022,75-84 years
Year 1 week 36,2.0,admissions,2022/2023,75-84 years
Year 1 week 36,0.0,admissions,2023/2024,75-84 years
Year 1 week 36,0.0,admissions,2024/2025,75-84 years
Year 1 week 37,0.0,admissions,2016/2017,75-84 years
Year 1 week 37,0.0,admissions,2017/2018,75-84 years
Year 1 week 37,0.0,admissions,2018/2019,75-84 years
Year 1 week 37,0.0,admissions,2019/2020,75-84 years
Year 1 week 37,0.0,admissions,2020/2021,75-84 years
Year 1 week 37,5.0,admissions,2021/2022,75-84 years
Year 1 week 37,5.0,admissions,2022/2023,75-84 years
Year 1 week 37,0.0,admissions,2023/2024,75-84 years
Year 1 week 37,2.0,admissions,2024/2025,75-84 years
Year 1 week 38,0.0,admissions,2016/2017,75-84 years
Year 1 week 38,0.0,admissions,2017/2018,75-84 years
Year 1 week 38,0.0,admissions,2018/2019,75-84 years
Year 1 week 38,0.0,admissions,2019/2020,75-84 years
Year 1 week 38,0.0,admissions,2020/2021,75-84 years
Year 1 week 38,20.0,admissions,2021/2022,75-84 years
Year 1 week 38,5.0,admissions,2022/2023,75-84 years
Year 1 week 38,0.0,admissions,2023/2024,75-84 years
Year 1 week 38,0.0,admissions,2024/2025,75-84 years
Year 1 week 39,0.0,admissions,2016/2017,75-84 years
Year 1 week 39,0.0,admissions,2017/2018,75-84 years
Year 1 week 39,0.0,admissions,2018/2019,75-84 years
Year 1 week 39,0.0,admissions,2019/2020,75-84 years
Year 1 week 39,0.0,admissions,2020/2021,75-84 years
Year 1 week 39,12.0,admissions,2021/2022,75-84 years
Year 1 week 39,12.0,admissions,2022/2023,75-84 years
Year 1 week 39,0.0,admissions,2023/2024,75-84 years
Year 1 week 39,0.0,admissions,2024/2025,75-84 years
Year 1 week 40,0.0,admissions,2015/2016,75-84 years
Year 1 week 40,0.0,admissions,2016/2017,75-84 years
Year 1 week 40,0.0,admissions,2017/2018,75-84 years
Year 1 week 40,0.0,admissions,2018/2019,75-84 years
Year 1 week 40,0.0,admissions,2019/2020,75-84 years
Year 1 week 40,0.0,admissions,2020/2021,75-84 years
Year 1 week 40,32.0,admissions,2021/2022,75-84 years
Year 1 week 40,11.0,admissions,2022/2023,75-84 years
Year 1 week 40,1.0,admissions,2023/2024,75-84 years
Year 1 week 40,1.0,admissions,2024/2025,75-84 years
Year 1 week 41,0.0,admissions,2015/2016,75-84 years
Year 1 week 41,0.0,admissions,2016/2017,75-84 years
Year 1 week 41,0.0,admissions,2017/2018,75-84 years
Year 1 week 41,0.0,admissions,2018/2019,75-84 years
Year 1 week 41,1.0,admissions,2019/2020,75-84 years
Year 1 week 41,0.0,admissions,2020/2021,75-84 years
Year 1 week 41,25.0,admissions,2021/2022,75-84 years
Year 1 week 41,18.0,admissions,2022/2023,75-84 years
Year 1 week 41,0.0,admissions,2023/2024,75-84 years
Year 1 week 41,0.0,admissions,2024/2025,75-84 years
Year 1 week 42,0.0,admissions,2015/2016,75-84 years
Year 1 week 42,0.0,admissions,2016/2017,75-84 years
Year 1 week 42,0.0,admissions,2017/2018,75-84 years
Year 1 week 42,0.0,admissions,2018/2019,75-84 years
Year 1 week 42,0.0,admissions,2019/2020,75-84 years
Year 1 week 42,0.0,admissions,2020/2021,75-84 years
Year 1 week 42,16.0,admissions,2021/2022,75-84 years
Year 1 week 42,18.0,admissions,2022/2023,75-84 years
Year 1 week 42,2.0,admissions,2023/2024,75-84 years
Year 1 week 42,0.0,admissions,2024/2025,75-84 years
Year 1 week 43,0.0,admissions,2015/2016,75-84 years
Year 1 week 43,0.0,admissions,2016/2017,75-84 years
Year 1 week 43,0.0,admissions,2017/2018,75-84 years
Year 1 week 43,0.0,admissions,2018/2019,75-84 years
Year 1 week 43,0.0,admissions,2019/2020,75-84 years
Year 1 week 43,0.0,admissions,2020/2021,75-84 years
Year 1 week 43,30.0,admissions,2021/2022,75-84 years
Year 1 week 43,41.0,admissions,2022/2023,75-84 years
Year 1 week 43,3.0,admissions,2023/2024,75-84 years
Year 1 week 43,0.0,admissions,2024/2025,75-84 years
Year 1 week 44,0.0,admissions,2015/2016,75-84 years
Year 1 week 44,0.0,admissions,2016/2017,75-84 years
Year 1 week 44,0.0,admissions,2017/2018,75-84 years
Year 1 week 44,0.0,admissions,2018/2019,75-84 years
Year 1 week 44,0.0,admissions,2019/2020,75-84 years
Year 1 week 44,0.0,admissions,2020/2021,75-84 years
Year 1 week 44,22.0,admissions,2021/2022,75-84 years
Year 1 week 44,41.0,admissions,2022/2023,75-84 years
Year 1 week 44,1.0,admissions,2023/2024,75-84 years
Year 1 week 44,0.0,admissions,2024/2025,75-84 years
Year 1 week 45,0.0,admissions,2015/2016,75-84 years
Year 1 week 45,0.0,admissions,2016/2017,75-84 years
Year 1 week 45,0.0,admissions,2017/2018,75-84 years
Year 1 week 45,0.0,admissions,2018/2019,75-84 years
Year 1 week 45,0.0,admissions,2019/2020,75-84 years
Year 1 week 45,0.0,admissions,2020/2021,75-84 years
Year 1 week 45,21.0,admissions,2021/2022,75-84 years
Year 1 week 45,46.0,admissions,2022/2023,75-84 years
Year 1 week 45,1.0,admissions,2023/2024,75-84 years
Year 1 week 45,1.0,admissions,2024/2025,75-84 years
Year 1 week 46,0.0,admissions,2015/2016,75-84 years
Year 1 week 46,2.0,admissions,2016/2017,75-84 years
Year 1 week 46,0.0,admissions,2017/2018,75-84 years
Year 1 week 46,0.0,admissions,2018/2019,75-84 years
Year 1 week 46,0.0,admissions,2019/2020,75-84 years
Year 1 week 46,0.0,admissions,2020/2021,75-84 years
Year 1 week 46,15.0,admissions,2021/2022,75-84 years
Year 1 week 46,59.0,admissions,2022/2023,75-84 years
Year 1 week 46,3.0,admissions,2023/2024,75-84 years
Year 1 week 46,0.0,admissions,2024/2025,75-84 years
Year 1 week 47,0.0,admissions,2015/2016,75-84 years
Year 1 week 47,0.0,admissions,2016/2017,75-84 years
Year 1 week 47,0.0,admissions,2017/2018,75-84 years
Year 1 week 47,0.0,admissions,2018/2019,75-84 years
Year 1 week 47,1.0,admissions,2019/2020,75-84 years
Year 1 week 47,0.0,admissions,2020/2021,75-84 years
Year 1 week 47,9.0,admissions,2021/2022,75-84 years
Year 1 week 47,61.0,admissions,2022/2023,75-84 years
Year 1 week 47,7.0,admissions,2023/2024,75-84 years
Year 1 week 47,0.0,admissions,2024/2025,75-84 years
Year 1 week 48,0.0,admissions,2015/2016,75-84 years
Year 1 week 48,0.0,admissions,2016/2017,75-84 years
Year 1 week 48,0.0,admissions,2017/2018,75-84 years
Year 1 week 48,0.0,admissions,2018/2019,75-84 years
Year 1 week 48,0.0,admissions,2019/2020,75-84 years
Year 1 week 48,0.0,admissions,2020/2021,75-84 years
Year 1 week 48,11.0,admissions,2021/2022,75-84 years
Year 1 week 48,59.0,admissions,2022/2023,75-84 years
Year 1 week 48,16.0,admissions,2023/2024,75-84 years
Year 1 week 48,1.0,admissions,2024/2025,75-84 years
Year 1 week 49,0.0,admissions,2015/2016,75-84 years
Year 1 week 49,0.0,admissions,2016/2017,75-84 years
Year 1 week 49,0.0,admissions,2017/2018,75-84 years
Year 1 week 49,2.0,admissions,2018/2019,75-84 years
Year 1 week 49,2.0,admissions,2019/2020,75-84 years
Year 1 week 49,0.0,admissions,2020/2021,75-84 years
Year 1 week 49,12.0,admissions,2021/2022,75-84 years
Year 1 week 49,58.0,admissions,2022/2023,75-84 years
Year 1 week 49,18.0,admissions,2023/2024,75-84 years
Year 1 week 49,4.0,admissions,2024/2025,75-84 years
Year 1 week 50,0.0,admissions,2015/2016,75-84 years
Year 1 week 50,0.0,admissions,2016/2017,75-84 years
Year 1 week 50,1.0,admissions,2017/2018,75-84 years
Year 1 week 50,0.0,admissions,2018/2019,75-84 years
Year 1 week 50,2.0,admissions,2019/2020,75-84 years
Year 1 week 50,0.0,admissions,2020/2021,75-84 years
Year 1 week 50,14.0,admissions,2021/2022,75-84 years
Year 1 week 50,75.0,admissions,2022/2023,75-84 years
Year 1 week 50,25.0,admissions,2023/2024,75-84 years
Year 1 week 50,8.0,admissions,2024/2025,75-84 years
Year 1 week 51,0.0,admissions,2015/2016,75-84 years
Year 1 week 51,2.0,admissions,2016/2017,75-84 years
Year 1 week 51,1.0,admissions,2017/2018,75-84 years
Year 1 week 51,1.0,admissions,2018/2019,75-84 years
Year 1 week 51,7.0,admissions,2019/2020,75-84 years
Year 1 week 51,0.0,admissions,2020/2021,75-84 years
Year 1 week 51,9.0,admissions,2021/2022,75-84 years
Year 1 week 51,84.0,admissions,2022/2023,75-84 years
Year 1 week 51,41.0,admissions,2023/2024,75-84 years
Year 1 week 51,8.0,admissions,2024/2025,75-84 years
Year 1 week 52,1.0,admissions,2015/2016,75-84 years
Year 1 week 52,0.0,admissions,2016/2017,75-84 years
Year 1 week 52,3.0,admissions,2017/2018,75-84 years
Year 1 week 52,1.0,admissions,2018/2019,75-84 years
Year 1 week 52,4.0,admissions,2019/2020,75-84 years
Year 1 week 52,0.0,admissions,2020/2021,75-84 years
Year 1 week 52,6.0,admissions,2021/2022,75-84 years
Year 1 week 52,66.0,admissions,2022/2023,75-84 years
Year 1 week 52,30.0,admissions,2023/2024,75-84 years
Year 1 week 52,16.0,admissions,2024/2025,75-84 years
Year 1 week 53,2.0,admissions,2015/2016,75-84 years
Year 1 week 53,0.0,admissions,2020/2021,75-84 years
Year 2 week 01,2.0,admissions,2015/2016,75-84 years
Year 2 week 01,4.0,admissions,2016/2017,75-84 years
Year 2 week 01,4.0,admissions,2017/2018,75-84 years
Year 2 week 01,5.0,admissions,2018/2019,75-84 years
Year 2 week 01,11.0,admissions,2019/2020,75-84 years
Year 2 week 01,0.0,admissions,2020/2021,75-84 years
Year 2 week 01,4.0,admissions,2021/2022,75-84 years
Year 2 week 01,67.0,admissions,2022/2023,75-84 years
Year 2 week 01,45.0,admissions,2023/2024,75-84 years
Year 2 week 01,17.0,admissions,2024/2025,75-84 years
Year 2 week 02,3.0,admissions,2015/2016,75-84 years
Year 2 week 02,6.0,admissions,2016/2017,75-84 years
Year 2 week 02,7.0,admissions,2017/2018,75-84 years
Year 2 week 02,5.0,admissions,2018/2019,75-84 years
Year 2 week 02,7.0,admissions,2019/2020,75-84 years
Year 2 week 02,0.0,admissions,2020/2021,75-84 years
Year 2 week 02,4.0,admissions,2021/2022,75-84 years
Year 2 week 02,34.0,admissions,2022/2023,75-84 years
Year 2 week 02,25.0,admissions,2023/2024,75-84 years
Year 2 week 02,10.0,admissions,2024/2025,75-84 years
Year 2 week 03,0.0,admissions,2015/2016,75-84 years
