week_sort,value,type,Season,Age Group
Year 1 week 22,19.0,tested,2018/2019,0-5 months
Year 1 week 22,33.0,tested,2019/2020,0-5 months
Year 1 week 22,20.0,tested,2020/2021,0-5 months
Year 1 week 22,56.0,tested,2021/2022,0-5 months
Year 1 week 22,82.0,tested,2022/2023,0-5 months
Year 1 week 22,66.0,tested,2023/2024,0-5 months
Year 1 week 22,54.0,tested,2024/2025,0-5 months
Year 1 week 23,17.0,tested,2016/2017,0-5 months
Year 1 week 23,15.0,tested,2017/2018,0-5 months
Year 1 week 23,22.0,tested,2018/2019,0-5 months
Year 1 week 23,23.0,tested,2019/2020,0-5 months
Year 1 week 23,11.0,tested,2020/2021,0-5 months
Year 1 week 23,42.0,tested,2021/2022,0-5 months
Year 1 week 23,104.0,tested,2022/2023,0-5 months
Year 1 week 23,67.0,tested,2023/2024,0-5 months
Year 1 week 23,61.0,tested,2024/2025,0-5 months
Year 1 week 24,21.0,tested,2016/2017,0-5 months
Year 1 week 24,6.0,tested,2017/2018,0-5 months
Year 1 week 24,19.0,tested,2018/2019,0-5 months
Year 1 week 24,23.0,tested,2019/2020,0-5 months
Year 1 week 24,14.0,tested,2020/2021,0-5 months
Year 1 week 24,31.0,tested,2021/2022,0-5 months
Year 1 week 24,117.0,tested,2022/2023,0-5 months
Year 1 week 24,84.0,tested,2023/2024,0-5 months
Year 1 week 24,71.0,tested,2024/2025,0-5 months
Year 1 week 25,16.0,tested,2016/2017,0-5 months
Year 1 week 25,8.0,tested,2017/2018,0-5 months
Year 1 week 25,21.0,tested,2018/2019,0-5 months
Year 1 week 25,21.0,tested,2019/2020,0-5 months
Year 1 week 25,12.0,tested,2020/2021,0-5 months
Year 1 week 25,39.0,tested,2021/2022,0-5 months
Year 1 week 25,103.0,tested,2022/2023,0-5 months
Year 1 week 25,73.0,tested,2023/2024,0-5 months
Year 1 week 25,57.0,tested,2024/2025,0-5 months
Year 1 week 26,14.0,tested,2016/2017,0-5 months
Year 1 week 26,13.0,tested,2017/2018,0-5 months
Year 1 week 26,25.0,tested,2018/2019,0-5 months
Year 1 week 26,27.0,tested,2019/2020,0-5 months
Year 1 week 26,10.0,tested,2020/2021,0-5 months
Year 1 week 26,60.0,tested,2021/2022,0-5 months
Year 1 week 26,99.0,tested,2022/2023,0-5 months
Year 1 week 26,64.0,tested,2023/2024,0-5 months
Year 1 week 26,59.0,tested,2024/2025,0-5 months
Year 1 week 27,10.0,tested,2016/2017,0-5 months
Year 1 week 27,10.0,tested,2017/2018,0-5 months
Year 1 week 27,13.0,tested,2018/2019,0-5 months
Year 1 week 27,22.0,tested,2019/2020,0-5 months
Year 1 week 27,11.0,tested,2020/2021,0-5 months
Year 1 week 27,67.0,tested,2021/2022,0-5 months
Year 1 week 27,124.0,tested,2022/2023,0-5 months
Year 1 week 27,84.0,tested,2023/2024,0-5 months
Year 1 week 27,64.0,tested,2024/2025,0-5 months
Year 1 week 28,11.0,tested,2016/2017,0-5 months
Year 1 week 28,10.0,tested,2017/2018,0-5 months
Year 1 week 28,13.0,tested,2018/2019,0-5 months
Year 1 week 28,18.0,tested,2019/2020,0-5 months
Year 1 week 28,11.0,tested,2020/2021,0-5 months
Year 1 week 28,94.0,tested,2021/2022,0-5 months
Year 1 week 28,114.0,tested,2022/2023,0-5 months
Year 1 week 28,68.0,tested,2023/2024,0-5 months
Year 1 week 28,71.0,tested,2024/2025,0-5 months
Year 1 week 29,15.0,tested,2016/2017,0-5 months
Year 1 week 29,3.0,tested,2017/2018,0-5 months
Year 1 week 29,15.0,tested,2018/2019,0-5 months
Year 1 week 29,16.0,tested,2019/2020,0-5 months
Year 1 week 29,11.0,tested,2020/2021,0-5 months
Year 1 week 29,74.0,tested,2021/2022,0-5 months
Year 1 week 29,85.0,tested,2022/2023,0-5 months
Year 1 week 29,56.0,tested,2023/2024,0-5 months
Year 1 week 29,65.0,tested,2024/2025,0-5 months
Year 1 week 30,15.0,tested,2016/2017,0-5 months
Year 1 week 30,11.0,tested,2017/2018,0-5 months
Year 1 week 30,19.0,tested,2018/2019,0-5 months
Year 1 week 30,16.0,tested,2019/2020,0-5 months
Year 1 week 30,13.0,tested,2020/2021,0-5 months
Year 1 week 30,100.0,tested,2021/2022,0-5 months
Year 1 week 30,89.0,tested,2022/2023,0-5 months
Year 1 week 30,62.0,tested,2023/2024,0-5 months
Year 1 week 30,70.0,tested,2024/2025,0-5 months
Year 1 week 31,6.0,tested,2016/2017,0-5 months
Year 1 week 31,12.0,tested,2017/2018,0-5 months
Year 1 week 31,11.0,tested,2018/2019,0-5 months
Year 1 week 31,12.0,tested,2019/2020,0-5 months
Year 1 week 31,9.0,tested,2020/2021,0-5 months
Year 1 week 31,81.0,tested,2021/2022,0-5 months
Year 1 week 31,55.0,tested,2022/2023,0-5 months
Year 1 week 31,53.0,tested,2023/2024,0-5 months
Year 1 week 31,67.0,tested,2024/2025,0-5 months
Year 1 week 32,8.0,tested,2016/2017,0-5 months
Year 1 week 32,11.0,tested,2017/2018,0-5 months
Year 1 week 32,10.0,tested,2018/2019,0-5 months
Year 1 week 32,9.0,tested,2019/2020,0-5 months
Year 1 week 32,10.0,tested,2020/2021,0-5 months
Year 1 week 32,102.0,tested,2021/2022,0-5 months
Year 1 week 32,93.0,tested,2022/2023,0-5 months
Year 1 week 32,63.0,tested,2023/2024,0-5 months
Year 1 week 32,68.0,tested,2024/2025,0-5 months
Year 1 week 33,22.0,tested,2016/2017,0-5 months
Year 1 week 33,10.0,tested,2017/2018,0-5 months
Year 1 week 33,15.0,tested,2018/2019,0-5 months
Year 1 week 33,17.0,tested,2019/2020,0-5 months
Year 1 week 33,18.0,tested,2020/2021,0-5 months
Year 1 week 33,167.0,tested,2021/2022,0-5 months
Year 1 week 33,97.0,tested,2022/2023,0-5 months
Year 1 week 33,90.0,tested,2023/2024,0-5 months
Year 1 week 33,66.0,tested,2024/2025,0-5 months
Year 1 week 34,17.0,tested,2016/2017,0-5 months
Year 1 week 34,10.0,tested,2017/2018,0-5 months
Year 1 week 34,17.0,tested,2018/2019,0-5 months
Year 1 week 34,20.0,tested,2019/2020,0-5 months
Year 1 week 34,15.0,tested,2020/2021,0-5 months
Year 1 week 34,261.0,tested,2021/2022,0-5 months
Year 1 week 34,108.0,tested,2022/2023,0-5 months
Year 1 week 34,87.0,tested,2023/2024,0-5 months
Year 1 week 34,74.0,tested,2024/2025,0-5 months
Year 1 week 35,19.0,tested,2016/2017,0-5 months
Year 1 week 35,23.0,tested,2017/2018,0-5 months
Year 1 week 35,27.0,tested,2018/2019,0-5 months
Year 1 week 35,24.0,tested,2019/2020,0-5 months
Year 1 week 35,29.0,tested,2020/2021,0-5 months
Year 1 week 35,383.0,tested,2021/2022,0-5 months
Year 1 week 35,138.0,tested,2022/2023,0-5 months
Year 1 week 35,84.0,tested,2023/2024,0-5 months
Year 1 week 35,99.0,tested,2024/2025,0-5 months
Year 1 week 36,21.0,tested,2016/2017,0-5 months
Year 1 week 36,21.0,tested,2017/2018,0-5 months
Year 1 week 36,40.0,tested,2018/2019,0-5 months
Year 1 week 36,29.0,tested,2019/2020,0-5 months
Year 1 week 36,30.0,tested,2020/2021,0-5 months
Year 1 week 36,475.0,tested,2021/2022,0-5 months
Year 1 week 36,122.0,tested,2022/2023,0-5 months
Year 1 week 36,101.0,tested,2023/2024,0-5 months
Year 1 week 36,92.0,tested,2024/2025,0-5 months
Year 1 week 37,10.0,tested,2016/2017,0-5 months
Year 1 week 37,22.0,tested,2017/2018,0-5 months
Year 1 week 37,32.0,tested,2018/2019,0-5 months
Year 1 week 37,24.0,tested,2019/2020,0-5 months
Year 1 week 37,37.0,tested,2020/2021,0-5 months
Year 1 week 37,443.0,tested,2021/2022,0-5 months
Year 1 week 37,145.0,tested,2022/2023,0-5 months
Year 1 week 37,93.0,tested,2023/2024,0-5 months
Year 1 week 37,80.0,tested,2024/2025,0-5 months
Year 1 week 38,12.0,tested,2016/2017,0-5 months
Year 1 week 38,20.0,tested,2017/2018,0-5 months
Year 1 week 38,28.0,tested,2018/2019,0-5 months
Year 1 week 38,34.0,tested,2019/2020,0-5 months
Year 1 week 38,34.0,tested,2020/2021,0-5 months
Year 1 week 38,403.0,tested,2021/2022,0-5 months
Year 1 week 38,192.0,tested,2022/2023,0-5 months
Year 1 week 38,129.0,tested,2023/2024,0-5 months
Year 1 week 38,76.0,tested,2024/2025,0-5 months
Year 1 week 39,22.0,tested,2016/2017,0-5 months
Year 1 week 39,27.0,tested,2017/2018,0-5 months
Year 1 week 39,30.0,tested,2018/2019,0-5 months
Year 1 week 39,67.0,tested,2019/2020,0-5 months
Year 1 week 39,24.0,tested,2020/2021,0-5 months
Year 1 week 39,405.0,tested,2021/2022,0-5 months
Year 1 week 39,242.0,tested,2022/2023,0-5 months
Year 1 week 39,139.0,tested,2023/2024,0-5 months
Year 1 week 39,79.0,tested,2024/2025,0-5 months
Year 1 week 40,27.0,tested,2015/2016,0-5 months
Year 1 week 40,24.0,tested,2016/2017,0-5 months
Year 1 week 40,26.0,tested,2017/2018,0-5 months
Year 1 week 40,30.0,tested,2018/2019,0-5 months
Year 1 week 40,43.0,tested,2019/2020,0-5 months
Year 1 week 40,27.0,tested,2020/2021,0-5 months
Year 1 week 40,353.0,tested,2021/2022,0-5 months
Year 1 week 40,304.0,tested,2022/2023,0-5 months
Year 1 week 40,130.0,tested,2023/2024,0-5 months
Year 1 week 40,94.0,tested,2024/2025,0-5 months
Year 1 week 41,26.0,tested,2015/2016,0-5 months
Year 1 week 41,32.0,tested,2016/2017,0-5 months
Year 1 week 41,42.0,tested,2017/2018,0-5 months
Year 1 week 41,45.0,tested,2018/2019,0-5 months
Year 1 week 41,48.0,tested,2019/2020,0-5 months
Year 1 week 41,26.0,tested,2020/2021,0-5 months
Year 1 week 41,321.0,tested,2021/2022,0-5 months
Year 1 week 41,359.0,tested,2022/2023,0-5 months
Year 1 week 41,148.0,tested,2023/2024,0-5 months
Year 1 week 41,82.0,tested,2024/2025,0-5 months
Year 1 week 42,24.0,tested,2015/2016,0-5 months
Year 1 week 42,29.0,tested,2016/2017,0-5 months
Year 1 week 42,26.0,tested,2017/2018,0-5 months
Year 1 week 42,36.0,tested,2018/2019,0-5 months
Year 1 week 42,53.0,tested,2019/2020,0-5 months
Year 1 week 42,38.0,tested,2020/2021,0-5 months
Year 1 week 42,285.0,tested,2021/2022,0-5 months
Year 1 week 42,380.0,tested,2022/2023,0-5 months
Year 1 week 42,151.0,tested,2023/2024,0-5 months
Year 1 week 42,85.0,tested,2024/2025,0-5 months
Year 1 week 43,26.0,tested,2015/2016,0-5 months
Year 1 week 43,29.0,tested,2016/2017,0-5 months
Year 1 week 43,30.0,tested,2017/2018,0-5 months
Year 1 week 43,28.0,tested,2018/2019,0-5 months
Year 1 week 43,61.0,tested,2019/2020,0-5 months
Year 1 week 43,24.0,tested,2020/2021,0-5 months
Year 1 week 43,188.0,tested,2021/2022,0-5 months
Year 1 week 43,377.0,tested,2022/2023,0-5 months
Year 1 week 43,171.0,tested,2023/2024,0-5 months
Year 1 week 43,72.0,tested,2024/2025,0-5 months
Year 1 week 44,29.0,tested,2015/2016,0-5 months
Year 1 week 44,33.0,tested,2016/2017,0-5 months
Year 1 week 44,27.0,tested,2017/2018,0-5 months
Year 1 week 44,29.0,tested,2018/2019,0-5 months
Year 1 week 44,46.0,tested,2019/2020,0-5 months
Year 1 week 44,20.0,tested,2020/2021,0-5 months
Year 1 week 44,194.0,tested,2021/2022,0-5 months
Year 1 week 44,360.0,tested,2022/2023,0-5 months
Year 1 week 44,203.0,tested,2023/2024,0-5 months
Year 1 week 44,82.0,tested,2024/2025,0-5 months
Year 1 week 45,21.0,tested,2015/2016,0-5 months
Year 1 week 45,40.0,tested,2016/2017,0-5 months
Year 1 week 45,38.0,tested,2017/2018,0-5 months
Year 1 week 45,42.0,tested,2018/2019,0-5 months
Year 1 week 45,63.0,tested,2019/2020,0-5 months
Year 1 week 45,27.0,tested,2020/2021,0-5 months
Year 1 week 45,177.0,tested,2021/2022,0-5 months
Year 1 week 45,486.0,tested,2022/2023,0-5 months
Year 1 week 45,211.0,tested,2023/2024,0-5 months
Year 1 week 45,98.0,tested,2024/2025,0-5 months
Year 1 week 46,27.0,tested,2015/2016,0-5 months
Year 1 week 46,61.0,tested,2016/2017,0-5 months
Year 1 week 46,46.0,tested,2017/2018,0-5 months
Year 1 week 46,58.0,tested,2018/2019,0-5 months
Year 1 week 46,68.0,tested,2019/2020,0-5 months
Year 1 week 46,30.0,tested,2020/2021,0-5 months
Year 1 week 46,193.0,tested,2021/2022,0-5 months
Year 1 week 46,405.0,tested,2022/2023,0-5 months
Year 1 week 46,266.0,tested,2023/2024,0-5 months
Year 1 week 46,101.0,tested,2024/2025,0-5 months
Year 1 week 47,26.0,tested,2015/2016,0-5 months
Year 1 week 47,64.0,tested,2016/2017,0-5 months
Year 1 week 47,53.0,tested,2017/2018,0-5 months
Year 1 week 47,54.0,tested,2018/2019,0-5 months
Year 1 week 47,98.0,tested,2019/2020,0-5 months
Year 1 week 47,30.0,tested,2020/2021,0-5 months
Year 1 week 47,214.0,tested,2021/2022,0-5 months
Year 1 week 47,380.0,tested,2022/2023,0-5 months
Year 1 week 47,357.0,tested,2023/2024,0-5 months
Year 1 week 47,136.0,tested,2024/2025,0-5 months
Year 1 week 48,50.0,tested,2015/2016,0-5 months
Year 1 week 48,68.0,tested,2016/2017,0-5 months
Year 1 week 48,61.0,tested,2017/2018,0-5 months
Year 1 week 48,60.0,tested,2018/2019,0-5 months
Year 1 week 48,114.0,tested,2019/2020,0-5 months
Year 1 week 48,27.0,tested,2020/2021,0-5 months
Year 1 week 48,178.0,tested,2021/2022,0-5 months
Year 1 week 48,315.0,tested,2022/2023,0-5 months
Year 1 week 48,411.0,tested,2023/2024,0-5 months
Year 1 week 48,133.0,tested,2024/2025,0-5 months
Year 1 week 49,36.0,tested,2015/2016,0-5 months
Year 1 week 49,81.0,tested,2016/2017,0-5 months
Year 1 week 49,71.0,tested,2017/2018,0-5 months
Year 1 week 49,70.0,tested,2018/2019,0-5 months
Year 1 week 49,149.0,tested,2019/2020,0-5 months
Year 1 week 49,32.0,tested,2020/2021,0-5 months
Year 1 week 49,192.0,tested,2021/2022,0-5 months
Year 1 week 49,308.0,tested,2022/2023,0-5 months
Year 1 week 49,571.0,tested,2023/2024,0-5 months
Year 1 week 49,133.0,tested,2024/2025,0-5 months
Year 1 week 50,52.0,tested,2015/2016,0-5 months
Year 1 week 50,104.0,tested,2016/2017,0-5 months
Year 1 week 50,73.0,tested,2017/2018,0-5 months
Year 1 week 50,91.0,tested,2018/2019,0-5 months
Year 1 week 50,189.0,tested,2019/2020,0-5 months
Year 1 week 50,31.0,tested,2020/2021,0-5 months
Year 1 week 50,185.0,tested,2021/2022,0-5 months
Year 1 week 50,245.0,tested,2022/2023,0-5 months
Year 1 week 50,615.0,tested,2023/2024,0-5 months
Year 1 week 50,158.0,tested,2024/2025,0-5 months
Year 1 week 51,58.0,tested,2015/2016,0-5 months
Year 1 week 51,105.0,tested,2016/2017,0-5 months
Year 1 week 51,92.0,tested,2017/2018,0-5 months
Year 1 week 51,103.0,tested,2018/2019,0-5 months
Year 1 week 51,204.0,tested,2019/2020,0-5 months
Year 1 week 51,34.0,tested,2020/2021,0-5 months
Year 1 week 51,156.0,tested,2021/2022,0-5 months
Year 1 week 51,270.0,tested,2022/2023,0-5 months
Year 1 week 51,570.0,tested,2023/2024,0-5 months
Year 1 week 51,173.0,tested,2024/2025,0-5 months
Year 1 week 52,82.0,tested,2015/2016,0-5 months
Year 1 week 52,112.0,tested,2016/2017,0-5 months
Year 1 week 52,94.0,tested,2017/2018,0-5 months
Year 1 week 52,120.0,tested,2018/2019,0-5 months
Year 1 week 52,173.0,tested,2019/2020,0-5 months
Year 1 week 52,34.0,tested,2020/2021,0-5 months
Year 1 week 52,201.0,tested,2021/2022,0-5 months
Year 1 week 52,262.0,tested,2022/2023,0-5 months
Year 1 week 52,442.0,tested,2023/2024,0-5 months
Year 1 week 52,190.0,tested,2024/2025,0-5 months
Year 1 week 53,96.0,tested,2015/2016,0-5 months
Year 1 week 53,34.0,tested,2020/2021,0-5 months
Year 2 week 01,80.0,tested,2015/2016,0-5 months
Year 2 week 01,115.0,tested,2016/2017,0-5 months
Year 2 week 01,95.0,tested,2017/2018,0-5 months
Year 2 week 01,124.0,tested,2018/2019,0-5 months
Year 2 week 01,251.0,tested,2019/2020,0-5 months
Year 2 week 01,41.0,tested,2020/2021,0-5 months
Year 2 week 01,169.0,tested,2021/2022,0-5 months
Year 2 week 01,244.0,tested,2022/2023,0-5 months
Year 2 week 01,323.0,tested,2023/2024,0-5 months
Year 2 week 01,224.0,tested,2024/2025,0-5 months
Year 2 week 02,65.0,tested,2015/2016,0-5 months
Year 2 week 02,108.0,tested,2016/2017,0-5 months
Year 2 week 02,94.0,tested,2017/2018,0-5 months
Year 2 week 02,117.0,tested,2018/2019,0-5 months
Year 2 week 02,175.0,tested,2019/2020,0-5 months
Year 2 week 02,23.0,tested,2020/2021,0-5 months
Year 2 week 02,165.0,tested,2021/2022,0-5 months
Year 2 week 02,163.0,tested,2022/2023,0-5 months
Year 2 week 02,188.0,tested,2023/2024,0-5 months
Year 2 week 02,148.0,tested,2024/2025,0-5 months
Year 2 week 03,121.0,tested,2015/2016,0-5 months
Year 2 week 03,121.0,tested,2016/2017,0-5 months
Year 2 week 03,146.0,tested,2017/2018,0-5 months
Year 2 week 03,144.0,tested,2018/2019,0-5 months
Year 2 week 03,145.0,tested,2019/2020,0-5 months
Year 2 week 03,24.0,tested,2020/2021,0-5 months
Year 2 week 03,161.0,tested,2021/2022,0-5 months
Year 2 week 03,143.0,tested,2022/2023,0-5 months
Year 2 week 03,206.0,tested,2023/2024,0-5 months
Year 2 week 04,127.0,tested,2015/2016,0-5 months
Year 2 week 04,150.0,tested,2016/2017,0-5 months
Year 2 week 04,187.0,tested,2017/2018,0-5 months
Year 2 week 04,180.0,tested,2018/2019,0-5 months
Year 2 week 04,174.0,tested,2019/2020,0-5 months
Year 2 week 04,31.0,tested,2020/2021,0-5 months
Year 2 week 04,179.0,tested,2021/2022,0-5 months
Year 2 week 04,166.0,tested,2022/2023,0-5 months
Year 2 week 04,234.0,tested,2023/2024,0-5 months
Year 2 week 05,142.0,tested,2015/2016,0-5 months
Year 2 week 05,139.0,tested,2016/2017,0-5 months
Year 2 week 05,209.0,tested,2017/2018,0-5 months
Year 2 week 05,202.0,tested,2018/2019,0-5 months
Year 2 week 05,208.0,tested,2019/2020,0-5 months
Year 2 week 05,26.0,tested,2020/2021,0-5 months
Year 2 week 05,213.0,tested,2021/2022,0-5 months
Year 2 week 05,166.0,tested,2022/2023,0-5 months
Year 2 week 05,202.0,tested,2023/2024,0-5 months
Year 2 week 06,125.0,tested,2015/2016,0-5 months
Year 2 week 06,134.0,tested,2016/2017,0-5 months
Year 2 week 06,213.0,tested,2017/2018,0-5 months
Year 2 week 06,220.0,tested,2018/2019,0-5 months
Year 2 week 06,211.0,tested,2019/2020,0-5 months
Year 2 week 06,36.0,tested,2020/2021,0-5 months
Year 2 week 06,198.0,tested,2021/2022,0-5 months
Year 2 week 06,185.0,tested,2022/2023,0-5 months
Year 2 week 06,170.0,tested,2023/2024,0-5 months
Year 2 week 07,117.0,tested,2015/2016,0-5 months
Year 2 week 07,126.0,tested,2016/2017,0-5 months
Year 2 week 07,189.0,tested,2017/2018,0-5 months
Year 2 week 07,167.0,tested,2018/2019,0-5 months
Year 2 week 07,204.0,tested,2019/2020,0-5 months
Year 2 week 07,34.0,tested,2020/2021,0-5 months
Year 2 week 07,180.0,tested,2021/2022,0-5 months
Year 2 week 07,177.0,tested,2022/2023,0-5 months
Year 2 week 07,148.0,tested,2023/2024,0-5 months
Year 2 week 08,141.0,tested,2015/2016,0-5 months
Year 2 week 08,127.0,tested,2016/2017,0-5 months
Year 2 week 08,212.0,tested,2017/2018,0-5 months
Year 2 week 08,206.0,tested,2018/2019,0-5 months
Year 2 week 08,176.0,tested,2019/2020,0-5 months
Year 2 week 08,37.0,tested,2020/2021,0-5 months
Year 2 week 08,137.0,tested,2021/2022,0-5 months
Year 2 week 08,165.0,tested,2022/2023,0-5 months
Year 2 week 08,161.0,tested,2023/2024,0-5 months
Year 2 week 09,119.0,tested,2015/2016,0-5 months
Year 2 week 09,95.0,tested,2016/2017,0-5 months
Year 2 week 09,152.0,tested,2017/2018,0-5 months
Year 2 week 09,177.0,tested,2018/2019,0-5 months
Year 2 week 09,146.0,tested,2019/2020,0-5 months
Year 2 week 09,25.0,tested,2020/2021,0-5 months
Year 2 week 09,121.0,tested,2021/2022,0-5 months
Year 2 week 09,155.0,tested,2022/2023,0-5 months
Year 2 week 09,137.0,tested,2023/2024,0-5 months
Year 2 week 10,105.0,tested,2015/2016,0-5 months
Year 2 week 10,101.0,tested,2016/2017,0-5 months
Year 2 week 10,165.0,tested,2017/2018,0-5 months
Year 2 week 10,138.0,tested,2018/2019,0-5 months
Year 2 week 10,184.0,tested,2019/2020,0-5 months
Year 2 week 10,38.0,tested,2020/2021,0-5 months
Year 2 week 10,100.0,tested,2021/2022,0-5 months
Year 2 week 10,156.0,tested,2022/2023,0-5 months
Year 2 week 10,122.0,tested,2023/2024,0-5 months
Year 2 week 11,104.0,tested,2015/2016,0-5 months
Year 2 week 11,86.0,tested,2016/2017,0-5 months
Year 2 week 11,143.0,tested,2017/2018,0-5 months
Year 2 week 11,145.0,tested,2018/2019,0-5 months
Year 2 week 11,155.0,tested,2019/2020,0-5 months
Year 2 week 11,30.0,tested,2020/2021,0-5 months
Year 2 week 11,155.0,tested,2021/2022,0-5 months
Year 2 week 11,158.0,tested,2022/2023,0-5 months
Year 2 week 11,126.0,tested,2023/2024,0-5 months
Year 2 week 12,94.0,tested,2015/2016,0-5 months
Year 2 week 12,72.0,tested,2016/2017,0-5 months
Year 2 week 12,144.0,tested,2017/2018,0-5 months
Year 2 week 12,127.0,tested,2018/2019,0-5 months
Year 2 week 12,135.0,tested,2019/2020,0-5 months
Year 2 week 12,35.0,tested,2020/2021,0-5 months
Year 2 week 12,142.0,tested,2021/2022,0-5 months
Year 2 week 12,183.0,tested,2022/2023,0-5 months
Year 2 week 12,107.0,tested,2023/2024,0-5 months
Year 2 week 13,71.0,tested,2015/2016,0-5 months
Year 2 week 13,56.0,tested,2016/2017,0-5 months
Year 2 week 13,98.0,tested,2017/2018,0-5 months
Year 2 week 13,111.0,tested,2018/2019,0-5 months
Year 2 week 13,92.0,tested,2019/2020,0-5 months
Year 2 week 13,36.0,tested,2020/2021,0-5 months
Year 2 week 13,120.0,tested,2021/2022,0-5 months
Year 2 week 13,156.0,tested,2022/2023,0-5 months
Year 2 week 13,110.0,tested,2023/2024,0-5 months
Year 2 week 14,60.0,tested,2015/2016,0-5 months
Year 2 week 14,48.0,tested,2016/2017,0-5 months
Year 2 week 14,105.0,tested,2017/2018,0-5 months
Year 2 week 14,104.0,tested,2018/2019,0-5 months
Year 2 week 14,58.0,tested,2019/2020,0-5 months
Year 2 week 14,31.0,tested,2020/2021,0-5 months
Year 2 week 14,135.0,tested,2021/2022,0-5 months
Year 2 week 14,126.0,tested,2022/2023,0-5 months
Year 2 week 14,86.0,tested,2023/2024,0-5 months
Year 2 week 15,45.0,tested,2015/2016,0-5 months
Year 2 week 15,38.0,tested,2016/2017,0-5 months
Year 2 week 15,83.0,tested,2017/2018,0-5 months
Year 2 week 15,87.0,tested,2018/2019,0-5 months
Year 2 week 15,40.0,tested,2019/2020,0-5 months
Year 2 week 15,21.0,tested,2020/2021,0-5 months
Year 2 week 15,114.0,tested,2021/2022,0-5 months
Year 2 week 15,137.0,tested,2022/2023,0-5 months
Year 2 week 15,71.0,tested,2023/2024,0-5 months
Year 2 week 16,49.0,tested,2015/2016,0-5 months
Year 2 week 16,39.0,tested,2016/2017,0-5 months
Year 2 week 16,65.0,tested,2017/2018,0-5 months
Year 2 week 16,50.0,tested,2018/2019,0-5 months
Year 2 week 16,28.0,tested,2019/2020,0-5 months
Year 2 week 16,18.0,tested,2020/2021,0-5 months
Year 2 week 16,85.0,tested,2021/2022,0-5 months
Year 2 week 16,103.0,tested,2022/2023,0-5 months
Year 2 week 16,87.0,tested,2023/2024,0-5 months
Year 2 week 17,28.0,tested,2015/2016,0-5 months
Year 2 week 17,28.0,tested,2016/2017,0-5 months
Year 2 week 17,59.0,tested,2017/2018,0-5 months
Year 2 week 17,65.0,tested,2018/2019,0-5 months
Year 2 week 17,25.0,tested,2019/2020,0-5 months
Year 2 week 17,30.0,tested,2020/2021,0-5 months
Year 2 week 17,71.0,tested,2021/2022,0-5 months
Year 2 week 17,97.0,tested,2022/2023,0-5 months
Year 2 week 17,88.0,tested,2023/2024,0-5 months
Year 2 week 18,29.0,tested,2015/2016,0-5 months
Year 2 week 18,31.0,tested,2016/2017,0-5 months
Year 2 week 18,35.0,tested,2017/2018,0-5 months
Year 2 week 18,46.0,tested,2018/2019,0-5 months
Year 2 week 18,17.0,tested,2019/2020,0-5 months
Year 2 week 18,39.0,tested,2020/2021,0-5 months
