week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2021 W06,2021/02/07 00:00:00+00,2021/02/13 00:00:00+00,2025/01/12 00:00:00+00,0,11220,0,0,0,0,0,8455,119,379,680,1581,0,0,0,0,0,0,RSV,402
2021 W07,2021/02/14 00:00:00+00,2021/02/20 00:00:00+00,2025/01/12 00:00:00+00,5524,214915,843,1213,1733,1134,601,18700,37714,72760,57053,28653,83.84,166,119.91,90.31,73.38,104.15,COVID-19,403
2021 W07,2021/02/14 00:00:00+00,2021/02/20 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,404
2021 W07,2021/02/14 00:00:00+00,2021/02/20 00:00:00+00,2025/01/12 00:00:00+00,0,11220,0,0,0,0,0,8455,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,405
2021 W08,2021/02/21 00:00:00+00,2021/02/27 00:00:00+00,2025/01/12 00:00:00+00,4543,219458,748,894,1455,1012,433,19448,38608,74215,58065,29086,73.73,144.5,102.29,75.85,57.92,88.64,COVID-19,406
2021 W08,2021/02/21 00:00:00+00,2021/02/27 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,407
2021 W08,2021/02/21 00:00:00+00,2021/02/27 00:00:00+00,2025/01/12 00:00:00+00,1,11221,1,0,0,0,0,8456,119,379,680,1581,0.07,0,0,0,0,0.01,RSV,408
2021 W09,2021/02/28 00:00:00+00,2021/03/06 00:00:00+00,2025/01/12 00:00:00+00,3625,223083,648,688,1177,797,315,20096,39296,75392,58862,29401,67.67,119.84,88.82,64.43,44.44,75.73,COVID-19,409
2021 W09,2021/02/28 00:00:00+00,2021/03/06 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,410
2021 W09,2021/02/28 00:00:00+00,2021/03/06 00:00:00+00,2025/01/12 00:00:00+00,1,11222,1,0,0,0,0,8457,119,379,680,1581,0.07,0,0,0,0,0.01,RSV,411
2021 W10,2021/03/07 00:00:00+00,2021/03/13 00:00:00+00,2025/01/12 00:00:00+00,3531,226614,659,736,1158,691,287,20755,40032,76550,59553,29688,73.33,101.43,85.53,56.78,40.79,71.16,COVID-19,412
2021 W10,2021/03/07 00:00:00+00,2021/03/13 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,413
2021 W10,2021/03/07 00:00:00+00,2021/03/13 00:00:00+00,2025/01/12 00:00:00+00,0,11222,0,0,0,0,0,8457,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,414
2021 W11,2021/03/14 00:00:00+00,2021/03/20 00:00:00+00,2025/01/12 00:00:00+00,3836,230450,920,538,1315,715,348,21675,40570,77865,60268,30036,86.11,95.8,90.43,54.46,38.73,73.42,COVID-19,415
2021 W11,2021/03/14 00:00:00+00,2021/03/20 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,416
2021 W11,2021/03/14 00:00:00+00,2021/03/20 00:00:00+00,2025/01/12 00:00:00+00,0,11222,0,0,0,0,0,8457,119,379,680,1581,0,0,0,0,0,0,RSV,417
2022 W21,2022/05/22 00:00:00+00,2022/05/28 00:00:00+00,2025/01/12 00:00:00+00,4127,1560393,282,287,1496,1364,697,264297,251287,557132,356690,130872,28.45,45.24,110.91,108.66,95.15,83.54,COVID-19,418
2021 W12,2021/03/21 00:00:00+00,2021/03/27 00:00:00+00,2025/01/12 00:00:00+00,3975,234425,1036,579,1386,707,267,22711,41149,79251,60975,30303,91.81,85.77,91.82,56.31,37.48,73.95,COVID-19,419
2021 W12,2021/03/21 00:00:00+00,2021/03/27 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,420
2021 W12,2021/03/21 00:00:00+00,2021/03/27 00:00:00+00,2025/01/12 00:00:00+00,0,11222,0,0,0,0,0,8457,119,379,680,1581,0.1,0,0,0,0,0.02,RSV,421
2021 W13,2021/03/28 00:00:00+00,2021/04/03 00:00:00+00,2025/01/12 00:00:00+00,3612,238037,832,542,1217,763,258,23543,41691,80468,61738,30561,81.99,83.23,84.22,51.57,29.5,67.21,COVID-19,422
2021 W13,2021/03/28 00:00:00+00,2021/04/03 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,423
2021 W13,2021/03/28 00:00:00+00,2021/04/03 00:00:00+00,2025/01/12 00:00:00+00,3,11225,3,0,0,0,0,8460,119,379,680,1581,0.13,0,0,0,0,0.03,RSV,424
2021 W14,2021/04/04 00:00:00+00,2021/04/10 00:00:00+00,2025/01/12 00:00:00+00,2795,240832,622,489,991,531,162,24165,42180,81459,62269,30723,65.76,74.65,73.44,48.07,23.7,58.21,COVID-19,425
2021 W14,2021/04/04 00:00:00+00,2021/04/10 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,426
2021 W14,2021/04/04 00:00:00+00,2021/04/10 00:00:00+00,2025/01/12 00:00:00+00,1,11226,1,0,0,0,0,8461,119,379,680,1581,0.13,0,0,0,0,0.03,RSV,427
2021 W15,2021/04/11 00:00:00+00,2021/04/17 00:00:00+00,2025/01/12 00:00:00+00,2585,243417,543,413,926,571,132,24708,42593,82385,62840,30855,58.91,77.55,69.34,45.7,20.31,54.99,COVID-19,428
2021 W15,2021/04/11 00:00:00+00,2021/04/17 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,429
2021 W15,2021/04/11 00:00:00+00,2021/04/17 00:00:00+00,2025/01/12 00:00:00+00,0,11226,0,0,0,0,0,8461,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,430
2021 W16,2021/04/18 00:00:00+00,2021/04/24 00:00:00+00,2025/01/12 00:00:00+00,3114,246531,624,598,1042,671,179,25332,43191,83427,63511,31034,62.37,85.56,71.24,48.48,18.81,57.67,COVID-19,431
2021 W16,2021/04/18 00:00:00+00,2021/04/24 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,432
2021 W16,2021/04/18 00:00:00+00,2021/04/24 00:00:00+00,2025/01/12 00:00:00+00,0,11226,0,0,0,0,0,8461,119,379,680,1581,0,0,0,0,0,0,RSV,433
2021 W17,2021/04/25 00:00:00+00,2021/05/01 00:00:00+00,2025/01/12 00:00:00+00,3209,249740,727,644,1072,639,127,26059,43835,84499,64150,31161,68.79,91.2,74.05,48.5,17.56,60.23,COVID-19,434
2021 W17,2021/04/25 00:00:00+00,2021/05/01 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,435
2021 W17,2021/04/25 00:00:00+00,2021/05/01 00:00:00+00,2025/01/12 00:00:00+00,0,11226,0,0,0,0,0,8461,119,379,680,1581,0,0,0,0,0,0,RSV,436
2021 W18,2021/05/02 00:00:00+00,2021/05/08 00:00:00+00,2025/01/12 00:00:00+00,2981,252721,738,522,1046,572,103,26797,44357,85545,64722,31264,72.48,86.65,76.07,46.13,13.7,59.76,COVID-19,437
2021 W18,2021/05/02 00:00:00+00,2021/05/08 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,438
2021 W18,2021/05/02 00:00:00+00,2021/05/08 00:00:00+00,2025/01/12 00:00:00+00,0,11226,0,0,0,0,0,8461,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,439
2021 W19,2021/05/09 00:00:00+00,2021/05/15 00:00:00+00,2025/01/12 00:00:00+00,3042,255763,736,510,1128,579,89,27533,44867,86673,65301,31353,71.39,90.73,71.15,43.43,11.04,57.62,COVID-19,440
2021 W19,2021/05/09 00:00:00+00,2021/05/15 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,441
2021 W19,2021/05/09 00:00:00+00,2021/05/15 00:00:00+00,2025/01/12 00:00:00+00,1,11227,1,0,0,0,0,8462,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,442
2021 W20,2021/05/16 00:00:00+00,2021/05/22 00:00:00+00,2025/01/12 00:00:00+00,2878,258641,694,723,862,534,65,28227,45590,87535,65835,31418,72.31,99.52,65.71,40.15,8.33,56.17,COVID-19,443
2021 W20,2021/05/16 00:00:00+00,2021/05/22 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,444
2021 W20,2021/05/16 00:00:00+00,2021/05/22 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,445
2021 W21,2021/05/23 00:00:00+00,2021/05/29 00:00:00+00,2025/01/12 00:00:00+00,2757,261398,766,692,814,445,40,28993,46282,88349,66280,31458,72.38,105.52,60.01,36.73,6.78,54.27,COVID-19,446
2021 W21,2021/05/23 00:00:00+00,2021/05/29 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,447
2021 W21,2021/05/23 00:00:00+00,2021/05/29 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0,0,0,0,0,0,RSV,448
2021 W22,2021/05/30 00:00:00+00,2021/06/05 00:00:00+00,2025/01/12 00:00:00+00,2748,264146,738,626,885,446,53,29731,46908,89234,66726,31511,65.17,99.62,57.23,30.9,6.35,49.82,COVID-19,449
2021 W22,2021/05/30 00:00:00+00,2021/06/05 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,450
2021 W22,2021/05/30 00:00:00+00,2021/06/05 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0,0,0,0,0,0,RSV,451
2021 W23,2021/06/06 00:00:00+00,2021/06/12 00:00:00+00,2025/01/12 00:00:00+00,2191,266337,475,609,743,308,55,30206,47517,89977,67034,31566,53.77,94.87,55.52,26.34,6.35,45.37,COVID-19,452
2021 W39,2021/09/26 00:00:00+00,2021/10/02 00:00:00+00,2025/01/12 00:00:00+00,101,11533,99,0,0,0,1,8755,121,379,683,1588,10.47,0.1,0.02,0.08,0.09,2.12,RSV,453
2022 W04,2022/01/23 00:00:00+00,2022/01/29 00:00:00+00,2025/01/12 00:00:00+00,7,31220,1,2,2,1,1,9808,2046,4992,4981,9375,0.07,0.62,0.14,0.05,0.04,0.15,Influenza,454
2023 W02,2023/01/08 00:00:00+00,2023/01/14 00:00:00+00,2025/01/12 00:00:00+00,1552,46158,306,138,308,269,531,12730,3727,8095,7676,13910,31.22,21.45,23.48,24.77,80.72,33.7,Influenza,455
2022 W21,2022/05/22 00:00:00+00,2022/05/28 00:00:00+00,2025/01/12 00:00:00+00,11,33366,3,1,1,2,4,10035,2600,5519,5284,9910,0.4,0.16,0.23,0.08,0.56,0.27,Influenza,456
2021 W40,2021/10/03 00:00:00+00,2021/10/09 00:00:00+00,2025/01/12 00:00:00+00,9520,402946,2048,1378,2756,2148,1188,59769,83687,130900,88465,40074,219.67,219.46,212.97,176.06,155.13,197.13,COVID-19,457
2021 W23,2021/06/06 00:00:00+00,2021/06/12 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,458
2022 W21,2022/05/22 00:00:00+00,2022/05/28 00:00:00+00,2025/01/12 00:00:00+00,3,15974,2,0,0,0,1,12208,221,676,888,1969,0.53,0,0,0.08,0.04,0.13,RSV,459
2022 W04,2022/01/23 00:00:00+00,2022/01/29 00:00:00+00,2025/01/12 00:00:00+00,76,15853,43,2,11,2,18,12137,216,663,881,1944,2.8,0.16,0.61,0.21,1.59,1.03,RSV,460
2021 W23,2021/06/06 00:00:00+00,2021/06/12 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0,0,0,0,0,0,RSV,461
2023 W02,2023/01/08 00:00:00+00,2023/01/14 00:00:00+00,2025/01/12 00:00:00+00,275,23435,74,9,36,45,111,16522,396,1141,1593,3769,8.56,0.98,1.95,3.32,15.89,5.57,RSV,462
2021 W40,2021/10/03 00:00:00+00,2021/10/09 00:00:00+00,2025/01/12 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,463
2023 W03,2023/01/15 00:00:00+00,2023/01/21 00:00:00+00,2025/01/12 00:00:00+00,1017,1699787,49,43,225,285,415,271402,261575,607682,401566,157433,6.16,9.51,21.56,26.39,59,23.88,COVID-19,464
2021 W24,2021/06/13 00:00:00+00,2021/06/19 00:00:00+00,2025/01/12 00:00:00+00,2069,268406,420,600,741,268,40,30626,48117,90718,67302,31606,44.91,93.31,52.84,23.07,6.91,41.96,COVID-19,465
2022 W22,2022/05/29 00:00:00+00,2022/06/04 00:00:00+00,2025/01/12 00:00:00+00,4664,1565057,259,346,1729,1538,792,264556,251633,558861,358228,131664,28.38,59.45,137.51,135.77,106.36,101.16,COVID-19,466
2022 W05,2022/01/30 00:00:00+00,2022/02/05 00:00:00+00,2025/01/12 00:00:00+00,36332,1228621,7010,5508,13296,8331,2185,220169,222510,436362,260656,88833,1490.65,1315.45,1692.56,1165.1,584.77,1306.17,COVID-19,467
2021 W40,2021/10/03 00:00:00+00,2021/10/09 00:00:00+00,2025/01/12 00:00:00+00,150,11683,146,1,1,1,1,8901,122,380,684,1589,14.98,0.1,0.14,0.13,0.17,3.06,RSV,468
2023 W03,2023/01/15 00:00:00+00,2023/01/21 00:00:00+00,2025/01/12 00:00:00+00,618,46776,128,46,101,120,223,12858,3773,8196,7796,14133,18.01,11.17,11.2,11.21,37.44,16.5,Influenza,469
2021 W24,2021/06/13 00:00:00+00,2021/06/19 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,470
2022 W22,2022/05/29 00:00:00+00,2022/06/04 00:00:00+00,2025/01/12 00:00:00+00,19,33385,3,2,7,1,6,10038,2602,5526,5285,9916,0.3,0.52,0.21,0.15,0.56,0.3,Influenza,471
2022 W05,2022/01/30 00:00:00+00,2022/02/05 00:00:00+00,2025/01/12 00:00:00+00,13,31233,0,9,3,1,0,9808,2055,4995,4982,9375,0.03,1.65,0.23,0.15,0.34,0.37,Influenza,472
2021 W41,2021/10/10 00:00:00+00,2021/10/16 00:00:00+00,2025/01/12 00:00:00+00,11985,414931,2531,1479,3672,2799,1503,62300,85166,134572,91264,41577,261.22,234.55,255.25,216.26,192.83,234.65,COVID-19,473
2023 W03,2023/01/15 00:00:00+00,2023/01/21 00:00:00+00,2025/01/12 00:00:00+00,142,23577,48,2,11,22,59,16570,398,1152,1615,3828,5.43,0.72,1.2,2.01,9.45,3.42,RSV,474
2021 W24,2021/06/13 00:00:00+00,2021/06/19 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0,0,0,0,0,0,RSV,475
2022 W22,2022/05/29 00:00:00+00,2022/06/04 00:00:00+00,2025/01/12 00:00:00+00,13,15987,10,0,0,3,0,12218,221,676,891,1969,0.69,0,0.05,0.08,0.04,0.17,RSV,476
2022 W05,2022/01/30 00:00:00+00,2022/02/05 00:00:00+00,2025/01/12 00:00:00+00,25,15878,14,0,5,2,4,12151,216,668,883,1948,2.01,0.26,0.4,0.1,1.12,0.73,RSV,477
2022 W06,2022/02/06 00:00:00+00,2022/02/12 00:00:00+00,2025/01/12 00:00:00+00,36361,1264982,6119,4661,13258,9709,2612,226288,227171,449620,270365,91445,605.46,678.85,892.91,701.26,339.47,678.06,COVID-19,478
2022 W06,2022/02/06 00:00:00+00,2022/02/12 00:00:00+00,2025/01/12 00:00:00+00,37,31270,0,21,5,4,7,9808,2076,5000,4986,9382,0.13,3.83,1.08,0.36,1.07,1.06,Influenza,479
2022 W06,2022/02/06 00:00:00+00,2022/02/12 00:00:00+00,2025/01/12 00:00:00+00,12,15890,4,3,1,0,4,12155,219,669,883,1952,0.69,0.16,0.14,0.08,0.47,0.28,RSV,480
2022 W07,2022/02/13 00:00:00+00,2022/02/19 00:00:00+00,2025/01/12 00:00:00+00,32049,1297031,5258,2962,11549,9169,3109,231546,230133,461169,279534,94554,496.07,489.73,787.41,685.56,367.29,603.97,COVID-19,481
2022 W07,2022/02/13 00:00:00+00,2022/02/19 00:00:00+00,2025/01/12 00:00:00+00,113,31383,4,44,38,9,18,9812,2120,5038,4995,9400,0.43,7.34,1.99,1.21,2.23,2.19,Influenza,482
2022 W07,2022/02/13 00:00:00+00,2022/02/19 00:00:00+00,2025/01/12 00:00:00+00,7,15897,3,0,0,1,3,12158,219,669,884,1955,0.36,0.16,0.07,0.03,0.39,0.17,RSV,483
2022 W08,2022/02/20 00:00:00+00,2022/02/26 00:00:00+00,2025/01/12 00:00:00+00,24887,1321918,3688,1850,8794,7722,2833,235234,231983,469963,287256,97387,388.1,358.16,664.19,599.15,373.77,511.49,COVID-19,484
2022 W08,2022/02/20 00:00:00+00,2022/02/26 00:00:00+00,2025/01/12 00:00:00+00,189,31572,9,77,42,34,27,9821,2197,5080,5029,9427,1.02,11.37,3.21,1.96,4.21,3.64,Influenza,485
2022 W08,2022/02/20 00:00:00+00,2022/02/26 00:00:00+00,2025/01/12 00:00:00+00,8,15905,4,0,2,0,2,12162,219,671,884,1957,0.3,0,0.07,0.05,0.34,0.14,RSV,486
2022 W09,2022/02/27 00:00:00+00,2022/03/05 00:00:00+00,2025/01/12 00:00:00+00,22076,1343994,2840,2116,8000,6356,2763,238074,234099,477963,293612,100150,376.97,361.11,665.09,580.33,394.64,508.33,COVID-19,487
2022 W09,2022/02/27 00:00:00+00,2022/03/05 00:00:00+00,2025/01/12 00:00:00+00,260,31832,18,99,57,33,53,9839,2296,5137,5062,9480,1.35,13.54,3.68,2.71,7.13,4.73,Influenza,488
2022 W09,2022/02/27 00:00:00+00,2022/03/05 00:00:00+00,2025/01/12 00:00:00+00,7,15912,2,0,1,1,3,12164,219,672,885,1960,0.36,0,0.07,0.05,0.39,0.16,RSV,489
2022 W10,2022/03/06 00:00:00+00,2022/03/12 00:00:00+00,2025/01/12 00:00:00+00,31561,1375555,4920,3019,11587,8439,3595,242994,237118,489550,302051,103745,443.15,404.95,748.58,626.7,452.95,570.37,COVID-19,490
2022 W10,2022/03/06 00:00:00+00,2022/03/12 00:00:00+00,2025/01/12 00:00:00+00,282,32114,14,86,58,38,86,9853,2382,5195,5100,9566,1.94,11.32,3.98,2.42,8.46,4.78,Influenza,491
2022 W10,2022/03/06 00:00:00+00,2022/03/12 00:00:00+00,2025/01/12 00:00:00+00,10,15922,5,0,0,1,4,12169,219,672,886,1964,0.33,0.05,0.02,0.05,0.3,0.14,RSV,492
2022 W11,2022/03/13 00:00:00+00,2022/03/19 00:00:00+00,2025/01/12 00:00:00+00,34471,1410026,5698,2698,12357,9521,4191,248692,239816,501907,311572,107936,547.37,531.56,1023.28,853.83,599.41,761.75,COVID-19,493
2022 W11,2022/03/13 00:00:00+00,2022/03/19 00:00:00+00,2025/01/12 00:00:00+00,197,32311,27,34,55,23,58,9880,2416,5250,5123,9624,2.27,9.62,4.52,3.09,9.79,5.15,Influenza,494
2022 W11,2022/03/13 00:00:00+00,2022/03/19 00:00:00+00,2025/01/12 00:00:00+00,4,15926,3,1,0,0,0,12172,220,672,886,1964,0.4,0.05,0.02,0.05,0.21,0.14,RSV,495
2022 W12,2022/03/20 00:00:00+00,2022/03/26 00:00:00+00,2025/01/12 00:00:00+00,51638,1461664,6005,4565,19722,15169,6174,254697,244381,521629,326741,114110,500.58,511.45,1038.74,899.89,657.42,774.64,COVID-19,496
2022 W12,2022/03/20 00:00:00+00,2022/03/26 00:00:00+00,2025/01/12 00:00:00+00,317,32628,28,66,80,59,84,9908,2482,5330,5182,9708,2.93,6.93,4.59,2.91,8.29,4.69,Influenza,497
2022 W12,2022/03/20 00:00:00+00,2022/03/26 00:00:00+00,2025/01/12 00:00:00+00,7,15933,4,0,1,1,1,12176,220,673,887,1965,0.33,0.05,0.02,0.03,0.04,0.09,RSV,498
2022 W13,2022/03/27 00:00:00+00,2022/04/02 00:00:00+00,2025/01/12 00:00:00+00,33553,1495217,3499,2630,12247,10226,4946,258196,247011,533876,336967,119056,387.9,442.28,915.57,805.18,627.97,681.54,COVID-19,499
2022 W13,2022/03/27 00:00:00+00,2022/04/02 00:00:00+00,2025/01/12 00:00:00+00,211,32839,34,34,61,31,51,9942,2516,5391,5213,9759,2.96,6,3.94,2.94,7.81,4.34,Influenza,500
2022 W13,2022/03/27 00:00:00+00,2022/04/02 00:00:00+00,2025/01/12 00:00:00+00,3,15936,3,0,0,0,0,12179,220,673,887,1965,0.36,0,0.02,0.03,0.09,0.1,RSV,501
2022 W14,2022/04/03 00:00:00+00,2022/04/09 00:00:00+00,2025/01/12 00:00:00+00,20089,1515306,2276,1360,7101,5846,3505,260472,248371,540977,342813,122561,229.28,243.86,551.43,501.47,460.04,423.3,COVID-19,502
2022 W14,2022/04/03 00:00:00+00,2022/04/09 00:00:00+00,2025/01/12 00:00:00+00,142,32981,28,16,27,24,47,9970,2532,5418,5237,9806,2.44,3.31,2.48,1.7,4.98,2.76,Influenza,503
2022 W14,2022/04/03 00:00:00+00,2022/04/09 00:00:00+00,2025/01/12 00:00:00+00,5,15941,4,0,0,0,1,12183,220,673,887,1966,0.33,0,0,0.03,0.04,0.08,RSV,504
2022 W15,2022/04/10 00:00:00+00,2022/04/16 00:00:00+00,2025/01/12 00:00:00+00,11747,1527053,1188,727,4183,3385,2263,261660,249098,545160,346198,124824,139.45,135.97,339.28,306.16,311.77,262.09,COVID-19,505
2022 W15,2022/04/10 00:00:00+00,2022/04/16 00:00:00+00,2025/01/12 00:00:00+00,73,33054,12,14,18,11,18,9982,2546,5436,5248,9824,1.84,2.27,1.71,1.31,4.12,2.07,Influenza,506
2022 W15,2022/04/10 00:00:00+00,2022/04/16 00:00:00+00,2025/01/12 00:00:00+00,4,15945,3,0,0,1,0,12186,220,673,888,1966,0.3,0.05,0,0.03,0.04,0.08,RSV,507
2022 W16,2022/04/17 00:00:00+00,2022/04/23 00:00:00+00,2025/01/12 00:00:00+00,8650,1535703,771,543,3194,2648,1493,262431,249641,548354,348846,126317,79.29,87.37,225.18,207.19,213.4,172.96,COVID-19,508
2022 W16,2022/04/17 00:00:00+00,2022/04/23 00:00:00+00,2025/01/12 00:00:00+00,105,33159,16,14,28,16,31,9998,2560,5464,5264,9855,1.32,1.91,1.38,0.85,2.58,1.48,Influenza,509
2022 W16,2022/04/17 00:00:00+00,2022/04/23 00:00:00+00,2025/01/12 00:00:00+00,3,15948,2,1,0,0,0,12188,221,673,888,1966,0.36,0.05,0.02,0.03,0.04,0.1,RSV,510
2022 W17,2022/04/24 00:00:00+00,2022/04/30 00:00:00+00,2025/01/12 00:00:00+00,6321,1542024,449,420,2232,2006,1214,262880,250061,550586,350852,127531,55.58,71.03,173.69,168.09,165.23,134.94,COVID-19,511
2022 W17,2022/04/24 00:00:00+00,2022/04/30 00:00:00+00,2025/01/12 00:00:00+00,51,33210,12,9,13,6,11,10010,2569,5477,5270,9866,1.19,2.53,1.64,0.82,3.13,1.68,Influenza,512
2022 W17,2022/04/24 00:00:00+00,2022/04/30 00:00:00+00,2025/01/12 00:00:00+00,8,15956,6,0,1,0,1,12194,221,674,888,1967,0.4,0.05,0.05,0,0.04,0.1,RSV,513
2022 W18,2022/05/01 00:00:00+00,2022/05/07 00:00:00+00,2025/01/12 00:00:00+00,5874,1547898,468,411,1986,1868,1141,263348,250472,552572,352720,128672,41.52,57.75,135.31,133.14,134.44,106.48,COVID-19,514
2022 W18,2022/05/01 00:00:00+00,2022/05/07 00:00:00+00,2025/01/12 00:00:00+00,104,33314,8,26,29,10,31,10018,2595,5506,5280,9897,0.92,2.02,1.22,0.46,2.06,1.2,Influenza,515
2022 W18,2022/05/01 00:00:00+00,2022/05/07 00:00:00+00,2025/01/12 00:00:00+00,5,15961,4,0,1,0,0,12198,221,675,888,1967,0.46,0,0.07,0,0.09,0.12,RSV,516
2022 W19,2022/05/08 00:00:00+00,2022/05/14 00:00:00+00,2025/01/12 00:00:00+00,4254,1552152,344,286,1556,1292,776,263692,250758,554128,354012,129448,37.37,48.54,118.34,115.31,113.53,92.2,COVID-19,517
2022 W19,2022/05/08 00:00:00+00,2022/05/14 00:00:00+00,2025/01/12 00:00:00+00,30,33344,8,4,10,2,6,10026,2599,5516,5282,9903,0.72,1.55,0.96,0.31,1.72,0.94,Influenza,518
2022 W19,2022/05/08 00:00:00+00,2022/05/14 00:00:00+00,2025/01/12 00:00:00+00,6,15967,4,0,1,0,1,12202,221,676,888,1968,0.4,0,0.05,0,0.04,0.1,RSV,519
2022 W20,2022/05/15 00:00:00+00,2022/05/21 00:00:00+00,2025/01/12 00:00:00+00,4114,1556266,323,242,1508,1314,727,264015,251000,555636,355326,130175,31.25,42.13,106.86,102.32,94.46,80.89,COVID-19,520
2022 W20,2022/05/15 00:00:00+00,2022/05/21 00:00:00+00,2025/01/12 00:00:00+00,11,33355,6,0,2,0,3,10032,2599,5518,5282,9906,0.56,0.26,0.3,0.1,0.56,0.34,Influenza,521
2022 W20,2022/05/15 00:00:00+00,2022/05/21 00:00:00+00,2025/01/12 00:00:00+00,4,15971,4,0,0,0,0,12206,221,676,888,1968,0.33,0,0.02,0,0.09,0.08,RSV,522
2023 W19,2023/05/07 00:00:00+00,2023/05/13 00:00:00+00,2025/01/12 00:00:00+00,472,1711396,28,9,73,90,272,271945,262075,610515,404344,162386,2.77,1.86,4.87,6.49,34.57,8.97,COVID-19,523
2021 W41,2021/10/10 00:00:00+00,2021/10/16 00:00:00+00,2025/01/12 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0.03,0,0.02,0,0,0.01,Influenza,524
2023 W19,2023/05/07 00:00:00+00,2023/05/13 00:00:00+00,2025/01/12 00:00:00+00,34,49743,15,4,10,2,3,13888,4223,8994,8058,14559,1.35,0.62,0.59,0.26,0.56,0.65,Influenza,525
2022 W23,2022/06/05 00:00:00+00,2022/06/11 00:00:00+00,2025/01/12 00:00:00+00,6835,1571892,321,517,2643,2366,988,264877,252150,561504,360594,132652,35.56,87.73,199.94,192.45,134.95,141.91,COVID-19,526
2023 W04,2023/01/22 00:00:00+00,2023/01/28 00:00:00+00,2025/01/12 00:00:00+00,845,1700632,60,30,196,231,328,271462,261605,607878,401797,157761,5.1,5.17,14.88,18.38,42.89,16.84,COVID-19,527
